genre,x,y,hex_colour
portuguese folk,566,5980,#639a25
portuguese indie,618,10786,#8d8d44
portuguese indie rock,489,12699,#a48249
portuguese jazz,721,4409,#509a6b
portuguese metal,213,13956,#d75668
portuguese pop,889,12350,#949010
portuguese post-rock,252,9275,#8790b5
portuguese rock,561,11976,#a18227
portuguese techno,1232,19237,#cc87d6
post-black metal,57,9901,#b74fb0
post-disco,993,14647,#ab7617
post-disco soul,1085,15698,#a97622
post-doom metal,122,9637,#b95e9d
post-grunge,309,15381,#cb6f0d
post-hardcore,299,10553,#c85d3f
post-metal,134,10084,#a76fa2
post-minimalism,381,2311,#32a3b3
post-post-hardcore,206,15812,#e3571b
post-punk,476,10807,#b36847
post-punk argentina,677,13387,#a87b21
post-punk brasileiro,454,15280,#bc775d
post-punk colombiano,545,16001,#be7960
post-punk mexicano,413,16240,#b78375
post-rock,250,9251,#8089ae
post-rock latinoamericano,286,9796,#968caf
post-romantic era,301,432,#1e9f93
post-screamo,232,16620,#e05e11
post-teen pop,753,15305,#ae8605
power blues-rock,589,10094,#af7a23
power electronics,201,9152,#a44999
power metal,210,14496,#d65e23
power noise,564,17075,#c8629f
power pop,461,10305,#b27219
power thrash,250,13501,#e24f38
power-pop punk,295,13587,#e1531c
powerviolence,202,9839,#de3180
powwow,821,8856,#83635c
poznan indie,465,13078,#b4792f
praise,586,9422,#9e7706
prank,1258,2197,#795c09
pre-war blues,1179,667,#399b2c
precure,513,14386,#a4824f
prepared piano,783,5530,#529093
preschool children's music,1102,9664,#6c9516
pretty rhythm,478,18073,#e6692d
prog metal,267,13139,#b87b22
prog quebec,500,7227,#8a8646
progressive alternative,355,13673,#b9792b
progressive black metal,106,11655,#d25376
progressive bluegrass,772,6412,#799437
progressive breaks,1078,18808,#b890cb
progressive death metal,192,10712,#cf606f
progressive deathcore,197,14744,#eb4569
progressive doom,157,11411,#b17759
progressive electro house,868,18017,#cf7c60
progressive groove metal,248,12601,#de5148
progressive house,744,17953,#cf7d74
progressive jazz fusion,511,9636,#a28191
progressive metal,252,12319,#b37535
progressive metalcore,192,15774,#e4573d
progressive post-hardcore,286,13436,#c76b23
progressive power metal,254,14545,#d66224
progressive psytrance,1183,19086,#d089c3
progressive rock,399,8372,#947f3e
progressive sludge,163,10467,#c0658d
progressive technical death metal,159,11632,#e24d89
progressive thrash,232,12858,#d95c54
progressive trance,579,18086,#d37b80
progressive trance house,1020,18744,#ba8eb2
progressive uplifting trance,533,18465,#e0749e
protest folk,1093,1628,#3f9624
proto-rap,1288,15204,#ba6326
proto-techno,868,15229,#a97186
protopunk,493,8458,#af6b27
psalmen,120,2235,#3798ad
psicodelia brasileira,716,8335,#9b8036
psicodelia mexicana,273,11866,#ae7971
psybass,1009,17227,#b78a88
psybreaks,1080,18435,#d17a9c
psych gaze,202,12072,#ae7c74
psychedelic blues-rock,484,7906,#ab7132
psychedelic doom,221,9562,#bd726b
psychedelic folk,655,6091,#699325
psychedelic folk rock,581,6793,#858830
psychedelic hip hop,851,11937,#a37d37
psychedelic jazz fusion,517,8310,#968098
psychedelic pop,484,10609,#938a4b
psychedelic punk,322,9637,#bb6661
psychedelic rock,636,7261,#8f7723
psychedelic soul,830,10120,#9d7531
psychedelic space rock,147,9165,#a777b0
psychedelic trance,1074,19009,#db82be
psychill,731,16189,#9a95bd
psychobilly,429,10870,#d85524
psychokore,988,14132,#b87f10
psydub,935,17025,#9d96b5
psytech,1318,19199,#a994d0
pub rock,508,10379,#b66b19
puerto rican folk,990,6461,#8e870d
puerto rican indie,655,12135,#aa8034
puerto rican metal,219,10345,#d7553f
puerto rican pop,891,13360,#ae8706
puerto rican rock,646,12413,#b57912
puglia indie,607,14598,#a6874a
pune indie,604,9948,#7b9627
punjabi folk,949,5720,#907e18
punjabi hip hop,1065,14144,#ac8c0f
punjabi pop,1001,12672,#c47d05
punk,359,11754,#d55524
punk 'n' roll,234,12196,#e74b1c
punk blues,405,9524,#c55c3a
punk catala,423,14052,#d8620f
punk chileno,395,11704,#da5e19
punk colombiano,409,13956,#dd5e0f
punk ecuatoriano,415,9936,#d85928
punk euskera,436,14645,#e15b20
punk galego,448,13649,#d5631a
punk melodico chileno,267,12455,#e15d19
punk mexicano,345,9961,#dd5521
punk rock italiano,450,13891,#da5f0d
punk rock mexicano,397,12343,#c96b13
punk ska,670,13547,#c76e18
punk tico,375,12747,#e05c15
punk tuga,413,12809,#cf641f
punk urbano,403,14926,#db6409
punta,1039,13423,#be7910
punta rock,1022,13778,#c6770c
purple sound,939,17113,#ae8b87
pygmy music,851,4813,#56863a
qawwali,783,7262,#a8770b
quartetto d'archi,446,4586,#39a254
quatuor a cordes,375,995,#1da46a
quebec death metal,204,11963,#eb3f5c
quebec indie,474,11570,#a0843f
quebec punk,389,13176,#d36212
queens hip hop,1063,11615,#b67308
queer country,596,7632,#779409
queercore,513,12221,#b96b33
quiet storm,830,10560,#937e0e
quran,686,1350,#36aa02
r&b,915,14287,#9a8a06
r&b argentino,919,11435,#83911f
r&b brasileiro,970,11752,#929406
r&b en espanol,1056,13741,#999709
r&b italiano,838,11679,#9a8c0e
rabindra sangeet,552,3145,#509f1e
radio symphony,292,1251,#2b989a
raga rock,457,7758,#818872
ragga jungle,1080,17492,#d38142
raggatek,931,18286,#e97b77
ragtime,1069,2324,#5b8fb1
rai,821,12389,#bd7908
rajasthani folk,736,5567,#9a7923
rajasthani pop,855,13485,#d16c04
rakugo,1222,2867,#4d621e
ranchera,783,5730,#699809
rap,1085,14411,#ab8105
rap abc paulista,1039,9798,#9a8711
rap alagoano,1050,13802,#ac8810
rap algerien,1052,11677,#ab8602
rap angolano,1014,9726,#a88b05
rap antillais,1024,11359,#ae8f09
rap baiano,1080,10943,#9f8c07
rap baixada fluminense,1013,9835,#948d12
rap belge,1093,14070,#9d930e
rap boricua,1082,10387,#ab8216
rap calme,1041,9946,#8f9605
rap capixaba,1076,11850,#8f9806
rap catala,1050,10486,#b38409
rap catarinense,995,10604,#8d9010
rap cearense,1045,11273,#929108
rap chileno,1076,9872,#ad8112
rap chretien,972,11999,#a98b02
rap conciencia,1048,9352,#b77a06
rap conscient,1047,10794,#af8607
rap criolo,1056,9763,#a18b08
rap cristao,1050,12658,#a98505
rap cristiano,957,13865,#b48809
rap df,1149,13447,#87961d
rap dominicano,1190,14536,#c18305
rap ecuatoriano,1118,14369,#b08407
rap espanol,1026,9215,#a38806
rap euskera,1069,9239,#a37507
rap feminino nacional,1061,10856,#9f8d03
rap francais,1093,12645,#a79003
rap galego,899,12937,#bb7a0d
rap gaucho,1065,11160,#a78604
rap guarulhense,959,13385,#939213
rap inde,1031,9640,#b57d0e
rap ivoire,1041,13087,#b68b06
rap kreyol,1074,11702,#bb8406
rap latina,1126,14779,#ac8e06
rap liegeois,1063,11541,#939014
rap lyonnais,1127,12426,#939409
rap malien,1170,13690,#b68b02
rap maroc,1054,10831,#9d8d02
rap maromba,1085,12051,#a38a07
rap marseille,1073,12039,#b88308
rap metal,446,14724,#d95c1a
rap metal espanol,524,15002,#de5d1d
rap metalcore,599,14496,#c86d20
rap mineiro,1074,10343,#91940d
rap mocambicana,1024,10194,#9d9009
rap montrealais,1065,12237,#989205
rap nacional antigo,1131,13111,#9e821a
rap napoletano,923,12622,#aa8414
rap nortista,1037,9738,#8b9107
rap paraense,1095,11962,#929005
rap paraguayo,1126,14585,#a19417
rap paranaense,1020,11628,#93910d
rap pernambucano,1030,11297,#8b960d
rap portuense,1039,13522,#a1841f
rap potiguar,1048,11813,#978d07
rap regio,1052,14245,#90981b
rap rock,517,15141,#d4611c
rap romantico,1033,9921,#919104
rap salvadoreno,1127,14634,#b1860c
rap sardegna,1089,13297,#ad7f08
rap sergipano,1020,11043,#989012
rap tico,1107,13011,#ae8922
rap toscana,1003,13198,#a19103
rap tuga underground,1001,9822,#a0821f
rap tunisien,1045,12451,#9e940c
rap underground argentino,1089,10022,#a3860f
rap underground colombiano,1058,9896,#988425
rap underground espanol,1011,9578,#b57b0c
rap underground mexicano,1102,13777,#af7f07
rap uruguayo,1058,13571,#aa8714
rare groove,939,9787,#a37543
rautalanka,484,11228,#ad8877
rave,806,18250,#d37187
rave funk,1344,13636,#b58009
raw black metal,131,10096,#c54293
raw techno,1215,19312,#cd83cd
rawstyle,495,17201,#e8622d
re:techno,1158,19590,#e177d3
reading,1374,5673,#497000
reading indie,383,14694,#b07e33
rebel blues,554,15318,#ab844b
rebetiko,870,4712,#749413
recorder,442,2159,#25a96c
red dirt,504,12306,#a18904
redneck,847,15330,#b28305
reggae,1208,13290,#8a8f20
reggae catala,905,15040,#bb8209
reggae cover,997,15421,#97912c
reggae cristao,911,13245,#9d8d0b
reggae en espanol,1060,13559,#ab8809
reggae fusion,1091,10993,#b18605
reggae gaucho,990,14381,#a28b0b
reggae maghreb,893,12924,#b08415
reggae mexicano,1063,15104,#a58c1e
reggae peruano,1024,13583,#a68d1d
reggae rock,951,13621,#a58711
reggae tico,1113,13865,#ab880f
reggae tuga,1050,15154,#a48e21
reggaeton,1162,17000,#c28d04
reggaeton chileno,1087,16822,#ba8b03
reggaeton colombiano,1145,16620,#bc9101
reggaeton cristiano,1005,14523,#b98a04
reggaeton flow,1178,16531,#bb8f05
reggaeton mexicano,1100,16493,#b0900d
regional mexican,1001,8953,#978e05
reiki,93,2285,#27a1cf
relaxative,664,4712,#33a8cc
remix product,786,18313,#e1711a
renaissance,252,787,#21a556
rennes indie,596,13200,#a18337
retro metal,260,10084,#c46f53
retro soul,834,11484,#a18215
reunion pop,1056,12126,#a98912
rhode island indie,450,9497,#ab7242
rhode island rap,988,10231,#9c8705
rhythm and blues,834,5555,#79800c
rhythm and boogie,860,5769,#927b12
rhythm game,454,16670,#d2706d
riddim,1104,10955,#ba8705
riddim dubstep,1005,16013,#d07c41
rif,864,14672,#bd7907
ringtone,823,11459,#6c7751
rio grande do sul indie,683,9250,#828d1c
riot grrrl,434,10168,#c16632
ritmo kombina,1082,13546,#a88d05
ritual ambient,175,6836,#7472b6
rkt,1389,17441,#ae8f09
rochester mn indie,480,10391,#978338
rochester ny indie,469,9599,#a37b29
rock,489,9188,#b0701e
rock abc paulista,299,11399,#d85b31
rock alagoano,526,13855,#bb7918
rock alternatif francais,336,12393,#bd703a
rock alternativo brasileiro,478,13335,#c47213
rock alternativo espanol,347,14348,#c5701b
rock andaluz,646,10317,#b6790f
rock baiano,739,10368,#a8780f
rock brasiliense,407,12613,#cc6615
rock caipira,552,11815,#bb791f
rock campineiro,415,12282,#d0622c
rock catala,674,9538,#928813
rock catarinense,379,13904,#c27428
rock catracho,491,11494,#b87b17
rock cearense,375,13499,#bf7228
rock chapin,526,13362,#b37d16
rock cristao fluminense,313,14117,#bf7516
rock cristiano,480,14595,#ae800d
rock curitibano,497,12955,#c27012
rock dominicano,403,11728,#c66827
rock drums,667,11484,#a37742
rock en asturiano,459,12502,#c86c0f
rock en espanol,680,13300,#b07e0f
rock gaucho,536,12858,#b37c0c
rock goiano,330,12932,#c76b24
rock gospel brasileiro,389,12489,#a4850f
rock gotico,387,15646,#bd7658
rock in opposition,486,6682,#7c826a
rock independant francais,543,13597,#a78327
rock kapak,576,12883,#a48419
rock keyboard,540,7547,#858573
rock mineiro,571,14787,#b87d10
rock nacional,711,8600,#89891f
rock nacional brasileiro,694,13313,#b7790b
rock nacional feminino,273,13200,#b17b27
rock nica,821,16279,#c17d55
rock noise,328,8727,#b74d86
rock of gibraltar,589,6522,#838912
rock paraense,355,13707,#ca6829
rock paraibano,574,12159,#b48039
rock pernambucano,413,11766,#c26d22
rock piauiense,643,13522,#ba7715
rock potiguar,502,11927,#b7762e
rock progresivo mexicano,506,7522,#8d837c
rock progressif francais,497,6781,#82835e
rock quebecois,478,11301,#b1771b
rock sergipano,491,11448,#bb6f26
rock steady,1199,12363,#858f28
rock sul-mato-grossense,484,13163,#c1711d
rock tico,476,13796,#c07418
rock urbano mexicano,506,10268,#bd7210
rock uruguayo,624,11963,#a97f13
rock viet,465,10466,#a18217
rock-and-roll,774,5806,#828012
rockabilly,777,5930,#858012
rockabilly en espanol,660,12074,#bc7318
roda de samba,874,8639,#9c8803
rogaland indie,461,8593,#9c8410
rogaland musikk,615,10057,#94880c
romanian black metal,90,11817,#cf5385
romanian classical piano,545,212,#22a6da
romanian contemporary classical,318,860,#1e9c84
romanian electronic,1371,18958,#b18cb9
romanian folk,604,4257,#6f9a26
romanian house,1030,17844,#c48622
romanian indie,550,14051,#a18432
romanian metal,186,12406,#d05d54
romanian pop,964,17074,#b3892f
romanian rap,1058,11987,#a98619
romanian rock,615,13349,#a4851a
romanian trap,1078,13716,#a68f11
romantico,815,6917,#5fa1aa
rome indie,613,11939,#988c29
rominimal,1500,19615,#a898d8
roots americana,660,9497,#8f8c09
roots reggae,1209,13651,#8b8f1c
roots rock,650,7351,#8c8218
roots worship,448,8508,#789513
rosario indie,506,13980,#ac8429
rosary,322,4181,#44a328
rotterdam indie,407,10895,#af7b2d
rumba,887,6608,#858b38
rumba catalana,1018,9302,#c1720c
rumba congolaise,943,8027,#b2810b
rune folk,311,9312,#778f68
russelater,933,16367,#c07f12
russian alt pop,819,14496,#9d8d22
russian alternative rock,480,12895,#b37524
russian black metal,48,12123,#c15598
russian ccm,391,12319,#988b0a
russian chanson,905,13840,#a97e05
russian choir,111,352,#29964e
russian classical piano,486,175,#20a1d8
russian contemporary classical,338,897,#229a8e
russian dance,945,15886,#b28e09
russian dance pop,793,16721,#bd8405
russian death metal,219,14890,#e64e83
russian dnb,990,17906,#d2849a
russian drill,1106,15686,#a39409
russian edm,847,18086,#cd8268
russian electronic,947,16645,#a18fa0
russian emo,318,13473,#c3772c
russian emo rap,882,15192,#a3920d
russian experimental electronic,838,14219,#a386ac
russian folk,576,2664,#5a8a1d
russian folk metal,206,14472,#cf6a45
russian folk rock,576,9723,#948710
russian gangster rap,1001,12188,#a18a11
russian grime,999,12388,#b8850e
russian hardcore,275,12380,#e25332
russian heavy metal,290,13372,#d06713
russian hip hop,984,12426,#ac860b
russian indie,586,14622,#ad8429
russian indie rock,557,14582,#b4802c
russian jazz,751,4055,#5a8d59
russian metal,250,14166,#cf6930
russian metalcore,241,15824,#e75933
russian modern classical,381,1080,#2895a2
russian modern jazz,566,5180,#6193a5
russian nu metal,389,14276,#d06b23
russian oi,326,13931,#e4571b
russian old school hip hop,1035,10806,#ba7209
russian orchestra,256,1275,#309ab4
russian pop,843,16139,#b88208
russian pop punk,367,16063,#de620e
russian post-punk,550,12748,#ab7959
russian post-rock,241,11951,#9b8bba
russian power metal,258,15697,#db651a
russian punk,564,14484,#c36d15
russian punk rock,517,14850,#cb6514
russian rave,882,17188,#d0772c
russian reggae,970,12861,#ac830c
russian rock,705,11939,#a57b12
russian romance,594,3701,#59930e
russian romanticism,324,615,#249cb4
russian screamo,234,10970,#cf6742
russian shoegaze,248,12552,#b07a87
russian ska,627,13992,#c66b1c
russian synthpop,777,17364,#b3874a
russian techno,1305,18820,#af8ed1
russian thrash metal,318,15242,#e4522d
russian trance,517,18111,#dc797e
russian trap,999,13927,#aa8b0a
russian underground rap,990,9339,#ae7f05
russian viral pop,993,15912,#aa9008
russian viral rap,1136,16191,#ad910d
ruta destroy,1076,17869,#b0889c
rva indie,517,9472,#978732
rwandan gospel,664,11153,#8d8f03
rwandan hip hop,1052,10474,#9e9109
rwandan pop,1095,8863,#7b7003
rwandan traditional,1024,3942,#569436
ryukoka,591,1957,#48a112
ryukyu ongaku,703,8437,#779617
sacramento hip hop,1109,12026,#a88004
sacramento indie,397,12049,#b67331
sacred steel,615,7004,#977a63
sad rap,927,13577,#8a990f
sakura wars,419,8446,#858025
salay,862,11447,#bd8605
salon music,440,2766,#35a57e
salsa,1045,7637,#a38619
salsa choke,1126,13099,#bf8301
salsa colombiana,1126,11640,#be8f08
salsa cristiana,1016,10641,#b58d08
salsa cubana,1061,9116,#bf8006
salsa international,1054,7315,#a28813
salsa peruana,1045,9603,#c08d03
salsa puertorriquena,1033,7980,#a98807
salsa venezolana,1093,9129,#b58607
salzburg indie,677,14218,#a3893a
samba,855,6188,#7c8c1a
samba de roda,860,5542,#6c8f0a
samba gospel,760,10280,#aa8606
samba moderno,878,8298,#a48302
samba paulista,876,8426,#968605
samba reggae,905,12513,#be7207
samba-enredo,853,10145,#b67212
samba-jazz,858,3322,#519a69
samba-rock,901,9997,#a77d0d
sambass,1098,17832,#ca8871
sami,564,7657,#68951f
samoan pop,866,12427,#8b8b10
samurai trap,760,16847,#c08a65
san antonio indie,403,11118,#b0793d
san antonio rap,1071,13608,#919209
san diego indie,399,12772,#ae7a31
san diego rap,1093,12684,#a88203
san marcos tx indie,538,10218,#a27d20
sandalwood,961,10968,#a28208
sanfona,878,10624,#b38025
santa fe indie,545,9446,#848e4e
santur,550,3094,#6598af
sarangi,484,4712,#708c39
sardinia indie,478,13102,#ad7b4d
sarod,841,2816,#718d9b
saskatchewan indie,502,9147,#8f8b25
saxony metal,199,13489,#db5754
saxophone trio,689,6029,#748168
scam rap,1067,13360,#9f9102
scandinavian r&b,899,13853,#908f0e
scandipop,935,16443,#a88d1c
schlager,741,15822,#c47b03
school choir,405,4535,#4f911b
school ensemble,517,4674,#608384
schrammelmusik,810,2538,#469e51
schranz,982,18958,#dd5cbe
schweizer rap,1035,11005,#a28a0b
sci-fi metal,152,13399,#c96060
scorecore,305,7571,#5696bd
scottish americana,579,6510,#70970d
scottish electronic,828,15445,#9c8ba8
scottish fiddle,440,4156,#65a154
scottish folk,506,5771,#62a134
scottish gaelic folk,545,5319,#4ea40a
scottish hip hop,935,12634,#ae7e1d
scottish indie,391,12000,#a47e38
scottish indie folk,421,6916,#5e9d24
scottish indie rock,353,14607,#bc771a
scottish jazz,821,4017,#54947a
scottish metal,202,14142,#dd5545
scottish new wave,513,13524,#b07528
scottish rock,429,12196,#ab7b1d
scottish singer-songwriter,610,7400,#739415
scottish smallpipe,226,7379,#779379
scottish techno,1165,18896,#b98dcc
scratch,1122,14673,#a1775a
scream rap,819,14926,#b88517
screamo,263,13551,#d55e21
screamocore,261,13695,#d7601d
seattle hip hop,957,12024,#a5821d
seattle indie,457,10994,#a18238
seattle metal,166,10847,#d45662
second line,874,9415,#a5764e
sefardi,569,4725,#599d1a
sega,1028,11553,#a5860c
sega mauricien,1014,14194,#b58313
seinen,607,14261,#a08457
seiyu,444,16721,#d17418
semarang indie,529,14471,#b08016
semba,974,11900,#ae860e
senegalese traditional,1033,5757,#8a7d4c
serbian alternative rock,520,12269,#c16d30
serbian electronic,1312,19375,#c589c6
serbian folk,533,6140,#898f18
serbian hip hop,1063,13728,#bb7d16
serbian indie,500,12319,#ae7b42
serbian metal,201,12846,#d9553f
serialism,361,738,#1c9a66
sertanejo,819,10663,#ab8701
sertanejo gospel,716,13041,#a2901d
sertanejo pop,823,11863,#ba8601
sertanejo tradicional,872,8285,#8c8d05
sertanejo universitario,826,10943,#b08601
sesame street,1067,7443,#847204
sesotho pop,929,12836,#a4880c
sevdah,538,8298,#9d8406
sevilla indie,459,14867,#ae823b
sevillanas,801,8364,#a2820b
shaabi,843,12733,#af7b05
shabad,868,5345,#87890e
shakuhachi,293,885,#1daf72
shamanic,599,6695,#5d9e48
shamisen,1144,8345,#8090a4
shanghai indie,409,9472,#a37759
shanty,951,4397,#5c8c0a
shantykoren,349,3968,#667b10
sheffield indie,389,10231,#a77c1d
shehnai,513,3018,#837cb8
sheilat,826,7991,#9b8500
shibuya-kei,753,14250,#ab803b
shimmer pop,554,15254,#a8882f
shimmer psych,450,10688,#9a8654
shiver pop,554,13424,#9f8842
shoegaze,230,12698,#a67b77
shoegaze brasileiro,278,10047,#a47f6f
shoegaze chileno,219,12809,#b27b77
shojo,438,17353,#d46c23
sholawat,713,11324,#90990c
shonen,467,15077,#b47b55
show tunes,513,4662,#58931f
shred,326,13115,#be6a90
shush,74,4118,#5a12c5
siberian folk,508,5919,#6c8b2f
sierra leonean pop,1091,12974,#b48612
sierreno,1022,8625,#989100
sinaloa indie,471,11864,#a38039
singaporean electronic,986,17893,#bf8a8a
singaporean hip hop,1045,12799,#948f09
singaporean indie,411,9446,#99843a
singaporean mandopop,594,9410,#7c9605
singaporean metal,184,10157,#e23868
singaporean pop,716,10548,#81940d
singaporean punk,288,13461,#dc542e
singaporean singer-songwriter,576,7819,#739a0d
singer-songwriter,708,5992,#679111
singing bowl,131,3322,#27a0bc
sinhala edm,866,17439,#c7885f
sinhala indie,777,10535,#8b9711
sinhala pop,832,9887,#938f0c
sinhala rap,986,12551,#a28f0e
sinogaze,250,13237,#aa8083
sitar,602,4624,#708b64
ska,1074,10968,#998425
ska argentino,823,13903,#b67f0f
ska catala,845,14697,#c27b0a
ska chileno,832,14484,#c0790e
ska espanol,788,14952,#cc7414
ska jazz,1078,10449,#a2885a
ska mexicano,774,12451,#c8721a
ska punk,550,12564,#d75e14
ska revival,1061,9701,#a0832d
skansk musik,748,12797,#ad7f07
skate punk,326,12735,#e55012
skiffle,927,6239,#8d8027
skinhead oi,326,10566,#e34c16
skramz,247,9784,#c45e6f
skweee,1093,16835,#a2888a
sky room,731,17795,#db795a
slack-key guitar,790,4839,#52a878
slam death metal,201,10332,#e93cb2
slam poetry,1056,6330,#777d09
slamming deathcore,175,13648,#e9457c
slap house,860,17694,#cc8042
slash punk,288,9925,#d44857
slavic folk metal,206,14052,#cf6b35
slavic metal,161,12822,#ce5c63
slayer,224,15280,#d36624
slc indie,446,12294,#a48135
sleaze rock,273,14374,#d75c16
sleep,86,4131,#7d00c5
slovak electronic,1190,18325,#b68eb4
slovak folk,584,5557,#74980c
slovak hip hop,1009,12824,#b1850a
slovak indie,538,11705,#948844
slovak metal,234,13274,#dc585a
slovak pop,591,10032,#9b860c
slovak rock,621,13710,#b8791c
slovenian electronic,1174,17931,#c084aa
slovenian folk,970,8273,#8c8e29
slovenian hip hop,1115,11577,#a97d07
slovenian indie,526,12415,#a07753
slovenian metal,192,14288,#dc4c5c
slovenian pop,724,10932,#9c8610
slovenian rock,554,10871,#a27c1d
slow game,1013,15052,#a18f08
slowcore,454,7116,#65965c
slowed and reverb,959,12564,#7d943a
sludge metal,172,9361,#c1607e
sludgecore,100,9962,#d24f88
small room,513,7067,#779146
smooth jazz,925,11605,#888f73
smooth saxophone,806,11202,#829778
smooth soul,961,14791,#948a1b
smutny rap,925,13257,#999406
soca,1091,13024,#c08305
socal indie,415,9734,#a6793a
socal pop punk,405,14472,#d76110
social media pop,864,14522,#a68a06
soda pop,581,5944,#82800a
soft rock,627,9875,#94810f
solipsynthm,770,17340,#b08854
solomon islands pop,1009,16228,#a69005
somali pop,1085,14965,#a88a07
somatik techno,1115,17820,#a28db6
son cubano,1087,5142,#928512
son cubano clasico,1061,4763,#7b8a19
son jarocho,1037,6363,#938d17
song poem,763,5780,#6f8425
sonora indie,421,13225,#c66d2f
sophisti-pop,767,14723,#a57f19
sotalaulut,756,5819,#728529
soukous,957,9309,#b38110
soul,843,5593,#6f8516
soul blues,853,5309,#728412
soul flow,915,11876,#b07c09
soul jazz,901,3665,#5b915f
souldies,772,8376,#888723
soulful house,1251,18794,#b98470
sound,74,5117,#b800c4
sound art,343,6330,#547baf
sound collage,636,6225,#846958
sound effects,190,5964,#88009c
sound team,367,14374,#9681af
soundtrack,224,4965,#3d9cc0
south african alternative,828,14461,#a18826
south african choral,664,4851,#678605
south african country,692,10993,#899008
south african deep house,1296,18756,#969799
south african electronic,1095,16809,#958f90
south african gospel,504,8114,#a18205
south african hip hop,1037,11726,#a78509
south african house,1251,18422,#a39276
south african jazz,870,9064,#858d34
south african metal,280,15078,#da5c61
south african modern jazz,700,5493,#689371
south african pop,828,14400,#a68814
south african pop dance,993,17025,#ab8b2f
south african punk,726,14559,#bb6f2c
south african rock,411,14633,#b47c11
south african trap,1016,11080,#959406
south asian metal,271,13286,#d25c34
south carolina hip hop,1041,16153,#a18f02
south carolina indie,486,9200,#96861b
south carolina metal,157,10749,#d64989
south dakota indie,403,11191,#9d8030
south sudanese pop,1087,14729,#ad8d0e
southampton indie,484,9091,#978218
southeast asian post-rock,309,10724,#9e88b1
southern americana,517,8212,#84910d
southern china indie,533,12147,#988b3b
southern gospel,538,7325,#778f0e
southern hip hop,1065,14661,#aa8504
southern metal,243,13017,#dc5c22
southern rock,513,9005,#b3701d
southern soul,834,7846,#81820f
southern soul blues,1031,14536,#98880c
soviet synthpop,860,17049,#b67d15
sovietwave,630,16582,#b28a99
spa,109,3398,#5058cc
space age pop,741,4737,#668b7f
space ambient,341,9850,#7598cd
space rock,324,9476,#a3787f
spacewave,517,17239,#ac96b0
spanish baroque,571,1577,#25a677
spanish black metal,46,11019,#d53a8f
spanish blues,744,9824,#a38125
spanish classical,633,1729,#4e9631
spanish classical piano,557,566,#20a7b7
spanish contemporary classical,340,1502,#269d8d
spanish death metal,190,11890,#e4478c
spanish electronic,897,16771,#9e93b2
spanish electropop,925,17795,#c37b2c
spanish experimental,363,6981,#6d82a2
spanish folk,604,6337,#799322
spanish folk metal,232,12430,#cd6a28
spanish folk rock,584,10847,#988b17
spanish hip hop,1047,10034,#ba7c11
spanish indie folk,550,7782,#759723
spanish indie pop,486,12968,#a78429
spanish indie rock,357,13054,#c0723d
spanish invasion,694,6620,#948414
spanish jazz,847,3575,#5c987f
spanish metal,307,14398,#d7621b
spanish modern rock,359,14890,#b77e21
spanish new wave,627,13967,#bd7613
spanish noise pop,415,13041,#ac803e
spanish pop,734,12967,#af8406
spanish pop rock,680,14311,#b78404
spanish post-punk,320,14227,#c1705a
spanish post-rock,276,11717,#a286af
spanish prog,480,7844,#9e8023
spanish progressive rock,314,11043,#b07d71
spanish psychedelic rock,299,10773,#b37b64
spanish punk,427,13561,#dd5c0f
spanish reggae,1096,14282,#b5860f
spanish renaissance,349,591,#1faa7c
spanish rock,564,13843,#ac840f
spanish rockabilly,627,11533,#ca6d17
spanish stoner rock,263,12467,#bf7452
spanish synthpop,843,17733,#c17f25
spanish techno,1274,19299,#c889d5
speed garage,1153,18435,#c37567
speed metal,204,12085,#e64334
speedcore,529,17492,#eb4b61
speedrun,756,14547,#8d92b3
spiritual hip hop,913,11310,#b1780f
spiritual jazz,683,4813,#6e8360
spirituals,610,1754,#419314
spoken word,1117,8316,#787d13
springfield mo indie,529,9562,#8c8829
spytrack,694,6991,#68929c
st louis rap,1091,16204,#a39102
st petersburg fl indie,438,10317,#a08328
starmyu,417,17960,#d37551
starogradska,480,5407,#7c920d
stateside dnb,1009,18115,#d8809e
steampunk,571,10994,#97802d
steel guitar,866,6583,#6a937b
steelpan,897,9126,#898a9b
stl indie,515,10724,#a28019
stockholm indie,399,11018,#a38430
stomp and flutter,504,7079,#6d962b
stomp and holler,526,7757,#838e1e
stomp and whittle,513,10932,#9a881d
stomp pop,461,13115,#aa7f29
stoner metal,254,9588,#c46763
stoner rock,256,9550,#c26959
straight edge,305,10120,#e34c29
straight-ahead jazz,870,3297,#529775
streektaal,660,9151,#968005
street band,845,10070,#ab7765
street punk,290,11411,#e5492a
street punk espanol,391,11889,#e2570e
streichquartett,324,603,#1baa73
stride,1005,2551,#528d83
string band,836,5091,#6d9b3a
string folk,708,4156,#43ac89
string orchestra,305,2072,#2aa88f
string quartet,345,1007,#20a779
strut,955,17315,#b87e21
stubenmusik,1080,2993,#46ac92
stuttgart indie,478,12356,#a28437
substep,849,16240,#9e93a7
sudanese pop,964,12912,#998a30
sufi,729,6324,#88851a
sufi chant,561,4486,#5f9723
sundanese traditional,847,3537,#5ba27b
sung poetry,751,6017,#6f920b
sungura,917,9321,#ab8c13
sunnlensk tonlist,700,10724,#83911e
sunset lounge,1147,17416,#9195b4
sunshine pop,655,6571,#7d8408
suomi rock,610,11840,#aa7d0f
